GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1
 "25000","Massachusetts",1,SQGDP9,1,"...","All industry total ","Millions of chained 2012 dollars",383214.4,384392.9,389005.8,390600.7,393070.0,395014.2,393542.7,400516.5,399634.0,403314.8,408509.3,414226.5,416127.1,420634.7,415624.0,407293.7,405263.0,404884.5,407451.0,411279.7,416892.0,423669.9,430721.4,431887.6,426040.2,439222.5,432740.7,439974.7,440127.1,443687.8,444914.2,442938.5,442613.3,442737.1,446548.9,447596.8,442835.2,447318.4,454755.2,461366.9,463496.5,468617.9,467518.8,472610.4,470642.9,473992.3,479256.3,477504.6,476325.4,479771.5,485071.0,490065.8,496467.4,501189.9,503551.8,504956.7,510381.5,512748.8,515787.7,517765.4,516216.1,469194.2,500082.5,514511.0,520143.7,530568.1,537050.8,544645.6,543416.9,539880.6,544117.0,548072.4,551530.9
 "25000","Massachusetts",1,SQGDP9,2,"..."," Private industries ","Millions of chained 2012 dollars",337902.8,339466.1,343736.1,344533.5,347751.5,349040.7,347564.9,354208.3,353325.8,356225.3,361440.0,366722.1,368334.4,372816.8,367836.8,359180.3,358068.8,357155.7,360121.3,363808.0,370464.5,376758.6,384121.0,384070.7,377620.7,389410.0,383203.8,391424.1,392301.6,397406.2,398219.5,396888.3,395606.2,395850.6,399564.7,400995.7,395653.8,400384.2,407301.4,414577.3,416181.5,421875.3,419736.8,424927.4,424126.7,426826.9,432554.0,430220.7,429379.0,432143.8,437762.2,442081.1,448639.6,453067.4,455472.7,456224.1,462406.4,464585.9,467656.2,469429.2,468232.3,422900.9,454024.0,467946.3,473824.3,483816.6,489823.9,497521.4,495095.0,491678.9,495911.7,499420.4,502937.0
 "25000","Massachusetts",1,SQGDP9,3,"11","   Agriculture, forestry, fishing and hunting ","Millions of chained 2012 dollars",899.5,923.8,1118.0,1280.5,1263.1,1265.8,1230.0,1337.0,957.9,1147.4,1100.2,1061.4,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),810.0,893.0,908.0,996.0,777.7,694.5,706.1,657.1,810.9,764.9,782.4,779.5,747.4,693.8,757.0,832.1,749.9,760.9,795.3,775.7,677.6,711.1,814.0,873.8,861.6,850.2,798.5,730.2,678.5,745.1,745.9,810.8,742.0,668.5,752.6,833.8,725.8,582.7,656.3,779.8,1057.2
 "25000","Massachusetts",1,SQGDP9,6,"21","   Mining, quarrying, and oil and gas extraction ","Millions of chained 2012 dollars",313.1,302.9,226.1,213.1,227.5,221.4,260.8,312.9,378.1,389.0,363.7,302.5,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),168.8,168.3,178.9,191.4,201.8,208.3,209.7,230.5,221.4,240.5,288.7,331.0,402.8,347.9,324.4,292.3,250.6,240.5,224.2,221.4,208.0,216.8,222.2,235.8,272.6,270.7,261.6,261.8,250.6,189.7,179.3,137.1,142.3,148.2,169.7,167.8,162.1,158.2,164.8,174.0,173.2
 "25000","Massachusetts",1,SQGDP9,10,"22","   Utilities ","Millions of chained 2012 dollars",4102.2,3907.0,3847.1,4002.3,4667.7,5017.7,5047.0,4936.8,5240.9,5155.1,5127.1,4770.2,5779.9,6235.8,6428.5,5880.7,4280.6,4329.7,4574.8,4423.3,5600.1,5653.7,5063.8,4796.3,5045.3,5432.9,5286.0,5874.1,5073.6,5401.3,5328.3,5656.4,6169.0,5562.0,5641.7,5279.9,4946.6,5253.9,5586.7,5987.1,5268.9,5605.3,5821.7,5550.0,5425.7,5387.6,5476.3,5540.1,5754.5,6588.7,6225.9,6687.6,6951.5,7013.4,6367.8,6542.3,7076.3,7236.3,6945.8,6909.8,8624.9,7841.1,8594.0,8351.9,8245.5,8684.1,8157.4,8118.6,8228.4,8033.8,7599.7,7874.0,7818.3
 "25000","Massachusetts",1,SQGDP9,11,"23","   Construction ","Millions of chained 2012 dollars",18296.5,18147.7,17974.3,17652.6,17689.0,17030.0,16448.7,15714.2,15790.3,16116.7,15820.9,15220.3,14575.5,14711.2,14645.4,14056.8,12897.6,12920.2,13117.7,12674.1,12394.5,12652.1,12694.8,12508.8,12330.4,12893.0,12919.5,13348.9,13596.6,13558.6,13679.9,14066.7,14074.0,14225.7,14328.3,14094.9,13826.4,14004.4,14137.2,14370.7,14349.0,14936.3,15150.4,15283.0,15556.5,15389.6,15295.0,15796.1,15894.9,15961.4,16245.9,16491.7,16550.9,16685.9,16538.9,16626.7,17173.6,16906.2,16725.4,16706.5,17077.8,13552.5,15884.2,16458.0,17250.1,17249.1,16519.5,15623.5,16167.6,15335.9,14574.3,14423.2,14591.1
 "25000","Massachusetts",1,SQGDP9,12,"31-33","   Manufacturing ","Millions of chained 2012 dollars",35417.7,34652.7,35642.4,37042.2,38245.6,39070.8,39543.2,40605.4,42460.0,43661.3,45162.7,47681.9,44107.8,44370.3,43273.7,40974.3,39772.3,40053.0,40772.3,42787.7,44047.1,44946.3,46793.5,47687.2,45891.3,47877.4,44523.8,46575.3,46901.6,47186.7,46451.7,46169.5,45242.2,45928.0,47175.5,46475.5,46683.6,47545.1,48744.5,49978.9,50444.1,50006.1,48703.6,48635.8,48318.9,48131.3,50596.2,47399.6,47415.8,47907.5,48131.4,49917.8,51506.6,52109.9,51584.0,51874.9,50428.9,50180.8,51075.6,50729.6,50863.8,45185.9,50614.8,50142.0,52003.4,51953.9,50310.8,52040.8,51368.0,49882.2,49996.4,50043.8,49399.6
 "25000","Massachusetts",1,SQGDP9,13,"321,327-339","     Durable goods manufacturing ","Millions of chained 2012 dollars",22179.0,21603.8,22456.5,23556.6,23885.5,24231.1,24672.4,25354.5,27290.5,28119.5,28973.3,28864.6,28232.3,27945.9,27717.5,26574.0,25420.1,25154.1,25737.2,27021.9,28480.3,29827.0,31861.0,33342.1,31979.7,33321.5,30699.6,32801.0,32575.9,32563.6,32453.7,32024.4,31216.1,30999.3,31435.3,30721.0,30327.1,31166.8,31940.0,32228.6,32205.0,32764.3,32428.4,32580.2,33040.7,32351.7,34771.9,32302.9,32747.3,32833.2,32945.3,34104.4,34306.7,34895.8,34386.1,34854.8,34217.6,33259.2,32915.9,32385.5,31946.2,28687.6,32497.5,32651.7,33997.1,33538.1,32304.4,33611.1,33844.6,32958.9,32851.4,33343.1,33055.1
 "25000","Massachusetts",1,SQGDP9,25,"311-316,322-326","     Nondurable goods manufacturing ","Millions of chained 2012 dollars",13634.5,13501.2,13495.2,13675.6,14805.4,15390.6,15367.1,15767.9,15340.5,15702.0,16399.3,19735.1,16112.5,16792.5,15787.0,14555.3,14586.6,15217.8,15342.4,16082.0,15784.7,15236.3,14964.7,14305.7,13898.1,14554.9,13838.3,13764.1,14325.5,14625.2,13999.3,14141.9,14023.4,14920.9,15734.8,15745.0,16328.5,16354.9,16776.6,17691.3,18160.7,17209.1,16283.6,16082.7,15364.8,15818.6,15934.6,15173.0,14789.6,15170.5,15279.2,15903.9,17185.5,17224.1,17189.0,17043.4,16271.8,16887.5,18014.5,18164.3,18675.0,16321.9,17963.1,17393.4,17934.1,18284.2,17853.0,18312.4,17550.1,16971.7,17147.8,16814.8,16492.2
 "25000","Massachusetts",1,SQGDP9,34,"42","   Wholesale trade ","Millions of chained 2012 dollars",23136.2,23050.0,23485.9,23403.6,25729.3,23517.9,23819.5,23716.0,24052.5,24885.1,24793.9,24995.3,25531.5,25795.2,25074.6,23864.4,23155.3,22125.9,22606.4,23316.5,22746.5,23521.0,24229.7,23925.4,23480.7,23420.7,23197.6,24080.0,22848.4,23291.7,23205.4,22619.3,23275.2,23352.5,23675.7,23982.0,23079.8,23894.0,24631.7,25058.9,24518.1,25503.3,25375.1,25434.7,24759.0,25585.8,25763.9,25674.6,25353.2,25507.9,25173.6,25937.7,24949.6,24258.5,24890.1,24376.0,24332.1,23848.2,23756.7,24010.8,24417.3,22410.9,24414.6,25237.4,26229.0,26618.4,26762.6,26174.8,25758.7,25389.8,25506.9,25888.1,26111.8
