GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2005:Q1,2005:Q2,2005:Q3,2005:Q4,2006:Q1,2006:Q2,2006:Q3,2006:Q4,2007:Q1,2007:Q2,2007:Q3,2007:Q4,2008:Q1,2008:Q2,2008:Q3,2008:Q4,2009:Q1,2009:Q2,2009:Q3,2009:Q4,2010:Q1,2010:Q2,2010:Q3,2010:Q4,2011:Q1,2011:Q2,2011:Q3,2011:Q4,2012:Q1,2012:Q2,2012:Q3,2012:Q4,2013:Q1,2013:Q2,2013:Q3,2013:Q4,2014:Q1,2014:Q2,2014:Q3,2014:Q4,2015:Q1,2015:Q2,2015:Q3,2015:Q4,2016:Q1,2016:Q2,2016:Q3,2016:Q4,2017:Q1,2017:Q2,2017:Q3,2017:Q4,2018:Q1,2018:Q2,2018:Q3,2018:Q4,2019:Q1,2019:Q2,2019:Q3,2019:Q4,2020:Q1,2020:Q2,2020:Q3,2020:Q4,2021:Q1,2021:Q2,2021:Q3,2021:Q4,2022:Q1,2022:Q2,2022:Q3,2022:Q4,2023:Q1
 "29000","Missouri",4,SQGDP9,1,"...","All industry total ","Millions of chained 2012 dollars",263559.7,265589.6,266296.0,267495.1,267349.1,269138.0,266414.0,265983.3,262968.8,267235.4,269020.9,271539.5,271435.9,276199.4,271150.9,274958.7,266397.5,265754.6,267289.8,267897.7,270177.0,270818.3,271277.7,270658.6,267150.4,268193.6,268086.8,270704.4,272673.0,272339.6,270765.7,270362.3,275137.9,274044.6,274517.5,274697.1,271224.3,275190.8,278362.0,279545.6,279367.1,279819.1,279702.3,277194.9,278546.2,278223.6,278576.5,281090.2,279402.0,281021.2,281466.1,283124.1,282020.5,284918.0,285534.7,285687.8,288322.9,289665.3,292273.4,292216.5,288830.3,266048.3,286515.9,289622.0,291959.7,296052.5,296322.7,298414.3,300810.2,299283.7,300582.9,302028.4,303980.6
 "29000","Missouri",4,SQGDP9,2,"..."," Private industries ","Millions of chained 2012 dollars",230644.8,233053.4,233606.6,234496.7,234432.7,235754.6,233151.7,232495.4,229764.3,234084.0,235529.5,237959.2,237859.1,242102.8,237067.3,240717.3,232157.0,231158.6,232677.3,233581.6,235534.3,236567.3,237457.3,237205.2,233308.6,234615.3,234786.6,237290.6,239319.6,239521.3,237484.7,237279.7,241838.8,240996.9,241614.4,241982.9,238579.9,242447.1,245724.4,247047.3,246652.1,247424.7,247303.0,244935.9,246139.8,246023.4,246219.6,248455.8,246921.1,248365.0,248908.2,250313.7,249581.8,252319.7,252985.5,253348.1,256264.6,257423.8,259982.6,259665.8,256199.4,234607.5,254511.4,257832.4,259965.1,264511.9,264755.8,267087.2,269194.5,267854.2,269101.2,270498.4,272162.9
 "29000","Missouri",4,SQGDP9,3,"11","   Agriculture, forestry, fishing and hunting ","Millions of chained 2012 dollars",3746.7,3925.8,3939.7,4028.7,4225.4,4716.4,4413.7,4263.0,3545.1,3632.8,3551.1,3838.7,4575.5,4422.7,4244.0,4514.0,4750.6,4814.7,5319.5,5300.5,4303.0,4376.9,4304.1,4081.1,4343.2,3924.9,3931.2,4351.3,4130.6,3776.6,2834.7,2623.8,4767.7,4817.4,4680.2,4225.2,5156.1,5046.3,5411.2,5876.4,3689.3,4003.4,4321.3,4017.8,5459.3,5152.4,4784.8,4160.0,4678.4,4527.6,4399.9,4970.8,3872.4,4845.5,4357.0,3778.1,4409.8,4262.7,4212.6,3866.7,5365.5,4304.5,4348.1,5171.7,3643.9,4861.4,5090.1,4150.2,5024.6,5538.8,5387.6,5018.3,5964.4
 "29000","Missouri",4,SQGDP9,6,"21","   Mining, quarrying, and oil and gas extraction ","Millions of chained 2012 dollars",2937.5,2002.4,2218.5,2005.0,1526.2,1610.1,1434.2,1476.6,1481.7,1567.6,1588.8,1742.5,1734.1,1370.5,1104.7,1234.5,1239.4,1013.8,1136.7,983.3,915.4,1210.3,1154.1,1103.6,1053.9,958.2,1009.3,1001.2,1030.7,1020.3,904.3,966.3,929.4,916.3,957.4,1021.3,982.7,982.5,931.7,910.2,918.2,876.1,886.0,895.5,1033.3,916.5,949.2,856.4,947.0,1014.6,1094.9,1172.1,1190.2,1151.6,1111.0,1050.7,1129.1,1085.4,1065.8,1224.1,1235.6,1295.8,1251.1,1127.6,1133.1,1244.7,1474.8,1461.9,1527.1,1497.6,1567.5,1649.5,1658.0
 "29000","Missouri",4,SQGDP9,10,"22","   Utilities ","Millions of chained 2012 dollars",3277.7,3327.1,3564.6,3687.9,3362.2,3684.2,3704.0,3552.9,3616.1,3781.9,3845.1,3869.2,3763.1,3994.4,4361.2,3623.6,3684.4,3739.0,3991.2,4203.5,4728.8,4544.1,4568.3,4728.4,4558.3,4894.9,4807.8,5294.0,5032.7,4859.1,5088.4,4785.3,5111.4,5317.4,5016.9,4849.6,4638.3,4717.9,4737.1,4899.8,4363.0,4770.3,4840.0,4836.9,4740.1,4906.4,5000.9,5038.8,4681.9,4840.5,5023.6,4983.7,4837.8,4848.2,4713.5,4527.3,4646.1,4738.5,4415.8,4717.6,4497.6,4644.6,4604.7,4518.3,4279.4,4318.6,4340.0,4258.4,4085.8,4174.2,4024.2,3990.1,3975.2
 "29000","Missouri",4,SQGDP9,11,"23","   Construction ","Millions of chained 2012 dollars",13471.3,13548.3,13017.5,12923.1,13077.3,12713.0,12387.6,11831.7,12008.5,12387.2,12420.4,12193.0,11514.1,11605.4,11801.3,11172.3,10612.0,10265.9,10531.3,9556.5,9142.9,9105.1,8883.1,8894.4,8527.8,8996.8,8939.3,8781.6,9158.1,9129.9,8976.2,9225.7,9130.6,9263.7,9521.3,9246.8,8927.3,8908.6,8776.5,8728.1,8970.1,9203.1,9179.6,9251.0,9628.8,9714.0,9777.3,10230.9,10742.3,10156.5,10367.7,10588.4,10572.1,10348.4,10303.4,10188.1,10394.7,10481.2,10696.5,10487.3,10527.2,10331.2,10643.8,10831.1,10940.5,11390.7,10888.3,10501.4,10263.9,9724.3,9296.6,9140.2,9196.0
 "29000","Missouri",4,SQGDP9,12,"31-33","   Manufacturing ","Millions of chained 2012 dollars",37253.5,37318.9,37057.3,38005.6,37441.4,38105.1,36667.2,36373.2,36262.8,37419.4,37020.1,37867.0,36020.7,37152.5,34509.7,37790.0,31606.5,31289.4,30907.5,31971.4,32450.2,33894.9,34828.0,33352.5,31836.0,32528.6,32465.2,33418.1,35200.1,35280.3,34875.2,34466.4,35239.5,35046.6,34920.3,34500.4,33792.9,35104.7,35410.5,36050.4,36868.8,36457.7,36354.3,34624.7,33514.9,33887.3,33420.9,33748.3,32965.3,34517.3,33950.4,33613.2,32872.1,33004.5,32931.6,33770.6,33914.4,35088.9,35866.9,35284.9,34139.3,31166.2,35149.0,34888.0,35428.4,36609.5,36282.6,37417.6,38457.6,37595.4,37548.5,38279.9,38096.3
 "29000","Missouri",4,SQGDP9,13,"321,327-339","     Durable goods manufacturing ","Millions of chained 2012 dollars",17500.7,17907.7,17833.7,18354.5,17734.2,17846.7,16861.9,16420.9,15929.0,16546.8,16958.9,17512.0,17118.3,17161.0,16798.6,15224.5,13894.0,12797.8,12577.0,13205.3,14015.6,15442.7,16629.4,16194.4,15507.5,15283.1,15496.5,16365.6,16166.4,16585.9,16603.0,16570.4,17142.4,16668.4,16603.3,16318.5,16305.5,16705.5,17478.2,18128.0,18891.0,19393.1,19940.5,19207.3,17677.7,18481.9,17628.9,17760.7,16822.0,17388.3,17366.2,17078.2,16783.0,16922.2,16818.1,17096.1,17730.7,18064.6,17834.3,17603.4,16455.3,15148.0,17688.9,17783.5,18020.9,19241.8,18943.3,19339.8,20421.0,20361.9,20361.9,20878.0,20567.1
 "29000","Missouri",4,SQGDP9,25,"311-316,322-326","     Nondurable goods manufacturing ","Millions of chained 2012 dollars",19612.4,19165.3,18970.4,19382.6,19535.9,20134.0,19748.4,19959.7,20442.9,20957.6,20023.4,20296.1,18775.1,19976.1,17593.7,22786.5,17778.4,18657.5,18500.8,18922.3,18530.4,18485.0,18183.2,17134.5,16311.7,17252.7,16970.9,17041.7,19047.4,18691.4,18265.5,17892.0,18098.2,18378.4,18316.4,18180.2,17485.2,18395.5,17933.6,17927.4,17983.0,17070.5,16431.1,15439.6,15844.0,15422.0,15799.0,15994.6,16137.1,17118.8,16579.4,16526.7,16083.9,16079.2,16108.4,16664.9,16185.7,17021.1,18017.0,17668.1,17651.6,15994.6,17448.6,17101.9,17408.3,17416.6,17379.0,18098.8,18125.8,17383.0,17340.2,17577.1,17669.1
 "29000","Missouri",4,SQGDP9,34,"42","   Wholesale trade ","Millions of chained 2012 dollars",17821.1,17893.2,17916.9,18345.5,18228.3,18090.2,17992.0,18055.1,18199.0,18467.0,18681.9,18774.0,18763.4,19172.4,18565.6,18353.6,16686.7,16167.9,16300.3,16843.2,16783.6,17254.7,17523.1,17543.2,17165.6,16764.4,16546.9,17188.3,17409.6,17812.3,17814.4,17480.3,18114.7,17973.5,18152.7,18394.1,18528.5,18863.5,19753.0,19576.4,19137.5,19412.5,19523.0,19495.1,19345.7,19710.0,19908.1,19915.8,19538.1,19601.1,19347.0,19444.7,19869.3,19758.3,20230.0,19734.6,19712.2,18992.4,19034.4,19730.0,20017.5,18789.3,20693.1,20340.6,21218.8,21029.8,20730.7,20770.0,21257.6,20833.8,21142.0,21360.9,21315.6
